Branch,City,CM Orders,Current Month MTD,Customer type,Date,Gender,Invoice ID,Last 7 Days,Last N Days,Payment,PM Orders,Previous Month MTD,Product line,Rating Categories,Selected Date Filter,Tag Filter,Time,CM COGS,CM Gross Income,CM Quantity,CM Rating,CM Total,Cogs,Gross Income,Gross Margin Percentage,PM COGS,PM Gross Income,PM Quantity,PM Total,Quantity,Rating,Sort,Tax 5%,Total,Unit price,Year
C,Naypyitaw,,False,Normal,2/9/2019,Female,871-39-9221,False,False,Cash,871-39-9221,True,Electronic accessories,Dissatisfied,False,True,12/30/1899 1:11:00 PM,,,,,,74.7,$3.7,4.761904762,74.7,3.735,6,78.435,6,4.1,78.435,3.735,$78.4,12.45,2019
A,Yangon,865-92-6136,True,Normal,3/23/2019,Male,865-92-6136,False,True,Ewallet,,False,Food and beverages,Happy,False,True,12/30/1899 10:16:00 AM,$158,$8,3.0,$93,$166,158.25,$7.9,4.761904762,,,,,3,9.3,166.1625,7.9125,$166.2,52.75,2019
B,Mandalay,733-01-9107,True,Normal,3/5/2019,Male,733-01-9107,False,False,Cash,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 6:14:00 PM,$496,$25,6.0,$74,$521,496.2,$24.8,4.761904762,,,,,6,7.4,521.01,24.81,$521.0,82.7,2019
C,Naypyitaw,163-56-7055,True,Member,3/26/2019,Male,163-56-7055,True,True,Cash,,False,Fashion accessories,Dissatisfied,False,True,12/30/1899 7:20:00 PM,$49,$2,1.0,$41,$51,48.71,$2.4,4.761904762,,,,,1,4.1,51.1455,2.4355,$51.1,48.71,2019
C,Naypyitaw,189-98-2939,True,Normal,3/1/2019,Male,189-98-2939,False,False,Cash,,False,Fashion accessories,Satisfied,False,True,12/30/1899 1:22:00 PM,$707,$35,9.0,$72,$742,706.95,$35.3,4.761904762,,,,,9,7.2,742.2975,35.3475,$742.3,78.55,2019
C,Naypyitaw,,False,Normal,2/1/2019,Female,551-21-3069,False,False,Cash,551-21-3069,True,Electronic accessories,Dissatisfied,False,True,12/30/1899 11:27:00 AM,,,,,,207.63,$10.4,4.761904762,207.63,10.3815,9,218.0115,9,4.9,218.0115,10.3815,$218.0,23.07,2019
A,Yangon,212-62-1842,True,Normal,3/28/2019,Male,212-62-1842,True,True,Cash,,False,Food and beverages,Happy,False,True,12/30/1899 4:44:00 PM,$350,$17,6.0,$99,$367,349.56,$17.5,4.761904762,,,,,6,9.9,367.038,17.478,$367.0,58.26,2019
B,Mandalay,716-39-1409,True,Normal,3/19/2019,Male,716-39-1409,False,True,Cash,,False,Health and beauty,Satisfied,False,True,12/30/1899 6:19:00 PM,$212,$11,7.0,$80,$223,212.45,$10.6,4.761904762,,,,,7,8,223.0725,10.6225,$223.1,30.35,2019
A,Yangon,,False,Member,1/12/2019,Male,704-48-3927,False,False,Ewallet,,False,Electronic accessories,Satisfied,False,True,12/30/1899 2:50:00 PM,,,,,,886.7,$44.3,4.761904762,,,,,10,7.3,931.035,44.335,$931.0,88.67,2019
C,Naypyitaw,,False,Normal,1/5/2019,Male,628-34-3388,False,False,Credit card,,False,Fashion accessories,Satisfied,False,True,12/30/1899 8:54:00 PM,,,,,,164.28,$8.2,4.761904762,,,,,6,7.9,172.494,8.214,$172.5,27.38,2019
A,Yangon,630-74-5166,True,Normal,3/22/2019,Male,630-74-5166,False,True,Cash,,False,Sports and travel,Satisfied,False,True,12/30/1899 8:19:00 PM,$373,$19,6.0,$74,$391,372.78,$18.6,4.761904762,,,,,6,7.4,391.419,18.639,$391.4,62.13,2019
C,Naypyitaw,588-01-7461,True,Normal,3/24/2019,Female,588-01-7461,True,True,Cash,,False,Food and beverages,Dissatisfied,False,True,12/30/1899 10:43:00 AM,$306,$15,9.0,$42,$321,305.82,$15.3,4.761904762,,,,,9,4.2,321.111,15.291,$321.1,33.98,2019
C,Naypyitaw,861-77-0145,True,Member,3/3/2019,Male,861-77-0145,False,False,Cash,,False,Electronic accessories,Happy,False,True,12/30/1899 2:30:00 PM,$820,$41,10.0,$92,$861,819.7,$41.0,4.761904762,,,,,10,9.2,860.685,40.985,$860.7,81.97,2019
B,Mandalay,,False,Member,2/5/2019,Female,479-26-8945,False,False,Ewallet,479-26-8945,True,Sports and travel,Dissatisfied,False,True,12/30/1899 11:32:00 AM,,,,,,32.98,$1.6,4.761904762,32.98,1.649,2,34.629,2,4.6,34.629,1.649,$34.6,16.49,2019
C,Naypyitaw,,False,Member,2/5/2019,Female,210-67-5886,False,False,Credit card,210-67-5886,True,Health and beauty,Satisfied,False,True,12/30/1899 10:41:00 AM,,,,,,294.63,$14.7,4.761904762,294.63,14.7315,3,309.3615,3,7.8,309.3615,14.7315,$309.4,98.21,2019
B,Mandalay,,False,Normal,2/15/2019,Female,227-78-1148,False,False,Cash,227-78-1148,True,Fashion accessories,Satisfied,False,True,12/30/1899 12:44:00 PM,,,,,,509.88,$25.5,4.761904762,509.88,25.494,7,535.374,7,8.4,535.374,25.494,$535.4,72.84,2019
A,Yangon,,False,Member,1/19/2019,Male,645-44-1170,False,False,Ewallet,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 8:07:00 PM,,,,,,522.63,$26.1,4.761904762,,,,,9,4.3,548.7615,26.1315,$548.8,58.07,2019
C,Naypyitaw,,False,Member,2/1/2019,Female,237-01-6122,False,False,Credit card,237-01-6122,True,Home and lifestyle,Happy,False,True,12/30/1899 8:31:00 PM,,,,,,727.11,$36.4,4.761904762,727.11,36.3555,9,763.4655,9,9.5,763.4655,36.3555,$763.5,80.79,2019
C,Naypyitaw,225-98-1496,True,Normal,3/2/2019,Female,225-98-1496,False,False,Credit card,,False,Fashion accessories,Satisfied,False,True,12/30/1899 1:01:00 PM,$81,$4,3.0,$71,$85,81.06,$4.1,4.761904762,,,,,3,7.1,85.113,4.053,$85.1,27.02,2019
B,Mandalay,291-32-1427,True,Member,3/5/2019,Male,291-32-1427,False,False,Ewallet,,False,Fashion accessories,Neutral,False,True,12/30/1899 12:29:00 PM,$110,$5,5.0,$53,$115,109.7,$5.5,4.761904762,,,,,5,5.3,115.185,5.485,$115.2,21.94,2019
B,Mandalay,,False,Member,1/16/2019,Male,659-65-8956,False,False,Ewallet,,False,Fashion accessories,Neutral,False,True,12/30/1899 3:26:00 PM,,,,,,51.36,$2.6,4.761904762,,,,,1,5.2,53.928,2.568,$53.9,51.36,2019
A,Yangon,,False,Normal,2/2/2019,Female,642-32-2990,False,False,Ewallet,642-32-2990,True,Food and beverages,Neutral,False,True,12/30/1899 8:48:00 PM,,,,,,109.6,$5.5,4.761904762,109.6,5.48,10,115.08,10,6,115.08,5.48,$115.1,10.96,2019
B,Mandalay,,False,Normal,1/20/2019,Male,378-24-2715,False,False,Ewallet,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 8:38:00 PM,,,,,,106.88,$5.3,4.761904762,,,,,2,4.1,112.224,5.344,$112.2,53.44,2019
A,Yangon,,False,Normal,2/14/2019,Female,638-60-7125,False,False,Credit card,638-60-7125,True,Electronic accessories,Neutral,False,True,12/30/1899 5:03:00 PM,,,,,,796.48,$39.8,4.761904762,796.48,39.824,8,836.304,8,5.2,836.304,39.824,$836.3,99.56,2019
C,Naypyitaw,,False,Member,1/12/2019,Male,659-36-1684,False,False,Credit card,,False,Sports and travel,Neutral,False,True,12/30/1899 12:02:00 PM,,,,,,399.84,$20.0,4.761904762,,,,,7,6.5,419.832,19.992,$419.8,57.12,2019
B,Mandalay,219-22-9386,True,Member,3/9/2019,Male,219-22-9386,False,False,Credit card,,False,Sports and travel,Dissatisfied,False,True,12/30/1899 5:26:00 PM,$900,$45,9.0,$42,$945,899.64,$45.0,4.761904762,,,,,9,4.2,944.622,44.982,$944.6,99.96,2019
C,Naypyitaw,336-78-2147,True,Member,3/13/2019,Male,336-78-2147,False,False,Credit card,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 7:52:00 PM,$511,$26,8.0,$46,$537,511.28,$25.6,4.761904762,,,,,8,4.6,536.844,25.564,$536.8,63.91,2019
B,Mandalay,268-27-6179,True,Member,3/9/2019,Female,268-27-6179,False,False,Ewallet,,False,Fashion accessories,Satisfied,False,True,12/30/1899 2:57:00 PM,$452,$23,8.0,$73,$474,451.76,$22.6,4.761904762,,,,,8,7.3,474.348,22.588,$474.3,56.47,2019
A,Yangon,668-90-8900,True,Normal,3/10/2019,Female,668-90-8900,False,False,Credit card,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 6:44:00 PM,$656,$33,7.0,$45,$689,655.83,$32.8,4.761904762,,,,,7,4.5,688.6215,32.7915,$688.6,93.69,2019
A,Yangon,,False,Normal,1/27/2019,Female,870-54-3162,False,False,Cash,,False,Sports and travel,Happy,False,True,12/30/1899 1:26:00 PM,,,,,,161.25,$8.1,4.761904762,,,,,5,9,169.3125,8.0625,$169.3,32.25,2019
C,Naypyitaw,,False,Normal,1/8/2019,Female,189-08-9157,False,False,Credit card,,False,Fashion accessories,Neutral,False,True,12/30/1899 4:17:00 PM,,,,,,285.57,$14.3,4.761904762,,,,,9,5.9,299.8485,14.2785,$299.8,31.73,2019
C,Naypyitaw,,False,Member,1/8/2019,Female,663-86-9076,False,False,Ewallet,,False,Food and beverages,Satisfied,False,True,12/30/1899 3:57:00 PM,,,,,,548.32,$27.4,4.761904762,,,,,8,8.5,575.736,27.416,$575.7,68.54,2019
B,Mandalay,,False,Normal,2/8/2019,Female,549-84-7482,False,False,Ewallet,549-84-7482,True,Sports and travel,Satisfied,False,True,12/30/1899 11:15:00 AM,,,,,,812.52,$40.6,4.761904762,812.52,40.626,9,853.146,9,7.2,853.146,40.626,$853.1,90.28,2019
B,Mandalay,,False,Normal,1/25/2019,Female,191-10-6171,False,False,Cash,,False,Fashion accessories,Satisfied,False,True,12/30/1899 1:18:00 PM,,,,,,277.34,$13.9,4.761904762,,,,,7,7.5,291.207,13.867,$291.2,39.62,2019
A,Yangon,802-70-5316,True,Member,3/6/2019,Female,802-70-5316,False,False,Cash,,False,Sports and travel,Satisfied,False,True,12/30/1899 8:34:00 PM,$553,$28,6.0,$83,$580,552.78,$27.6,4.761904762,,,,,6,8.3,580.419,27.639,$580.4,92.13,2019
B,Mandalay,,False,Normal,2/10/2019,Female,695-51-0018,False,False,Cash,695-51-0018,True,Sports and travel,Satisfied,False,True,12/30/1899 6:36:00 PM,,,,,,139.36,$7.0,4.761904762,139.36,6.968,4,146.328,4,7.4,146.328,6.968,$146.3,34.84,2019
B,Mandalay,,False,Member,2/17/2019,Male,590-83-4591,False,False,Credit card,590-83-4591,True,Electronic accessories,Satisfied,False,True,12/30/1899 2:40:00 PM,,,,,,524.7,$26.2,4.761904762,524.7,26.235,6,550.935,6,8.8,550.935,26.235,$550.9,87.45,2019
C,Naypyitaw,483-71-1164,True,Normal,3/8/2019,Female,483-71-1164,False,False,Ewallet,,False,Health and beauty,Neutral,False,True,12/30/1899 4:43:00 PM,$488,$24,6.0,$53,$512,487.8,$24.4,4.761904762,,,,,6,5.3,512.19,24.39,$512.2,81.3,2019
C,Naypyitaw,,False,Normal,2/18/2019,Male,597-78-7908,False,False,Cash,597-78-7908,True,Fashion accessories,Neutral,False,True,12/30/1899 7:39:00 PM,,,,,,270.66,$13.5,4.761904762,270.66,13.533,3,284.193,3,6.2,284.193,13.533,$284.2,90.22,2019
A,Yangon,,False,Normal,1/18/2019,Female,700-81-1757,False,False,Credit card,,False,Electronic accessories,Satisfied,False,True,12/30/1899 8:59:00 PM,,,,,,131.55,$6.6,4.761904762,,,,,5,8.8,138.1275,6.5775,$138.1,26.31,2019
A,Yangon,,False,Member,2/18/2019,Female,354-39-5160,False,False,Cash,354-39-5160,True,Home and lifestyle,Happy,False,True,12/30/1899 3:39:00 PM,,,,,,206.52,$10.3,4.761904762,206.52,10.326,6,216.846,6,9.8,216.846,10.326,$216.8,34.42,2019
B,Mandalay,,False,Normal,2/16/2019,Male,241-72-9525,False,False,Cash,241-72-9525,True,Sports and travel,Satisfied,False,True,12/30/1899 12:21:00 PM,,,,,,519.1,$26.0,4.761904762,519.1,25.955,10,545.055,10,8.2,545.055,25.955,$545.1,51.91,2019
A,Yangon,575-30-8091,True,Normal,3/16/2019,Male,575-30-8091,False,False,Ewallet,,False,Sports and travel,Happy,False,True,12/30/1899 7:25:00 PM,$580,$29,8.0,$92,$609,580,$29.0,4.761904762,,,,,8,9.2,609,29,$609.0,72.5,2019
C,Naypyitaw,,False,Member,1/23/2019,Female,731-81-9469,False,False,Credit card,,False,Sports and travel,Neutral,False,True,12/30/1899 1:00:00 PM,,,,,,898,$44.9,4.761904762,,,,,10,5.4,942.9,44.9,$942.9,89.8,2019
C,Naypyitaw,,False,Member,1/25/2019,Male,280-17-4359,False,False,Cash,,False,Health and beauty,Satisfied,False,True,12/30/1899 1:48:00 PM,,,,,,905,$45.3,4.761904762,,,,,10,8.1,950.25,45.25,$950.3,90.5,2019
C,Naypyitaw,,False,Member,2/5/2019,Female,338-65-2210,False,False,Cash,338-65-2210,True,Health and beauty,Happy,False,True,12/30/1899 7:57:00 PM,,,,,,686,$34.3,4.761904762,686,34.3,10,720.3,10,9.1,720.3,34.3,$720.3,68.6,2019
C,Naypyitaw,,False,Member,2/22/2019,Female,488-25-4221,False,False,Credit card,488-25-4221,True,Food and beverages,Satisfied,False,True,12/30/1899 10:36:00 AM,,,,,,30.41,$1.5,4.761904762,30.41,1.5205,1,31.9305,1,8.4,31.9305,1.5205,$31.9,30.41,2019
A,Yangon,,False,Normal,1/21/2019,Female,239-10-7476,False,False,Ewallet,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 4:37:00 PM,,,,,,467.7,$23.4,4.761904762,,,,,6,8,491.085,23.385,$491.1,77.95,2019
C,Naypyitaw,458-41-1477,True,Normal,3/8/2019,Female,458-41-1477,False,False,Credit card,,False,Health and beauty,Happy,False,True,12/30/1899 5:11:00 PM,$278,$14,6.0,$95,$291,277.56,$13.9,4.761904762,,,,,6,9.5,291.438,13.878,$291.4,46.26,2019
A,Yangon,,False,Member,2/10/2019,Female,685-64-1609,False,False,Ewallet,685-64-1609,True,Fashion accessories,Happy,False,True,12/30/1899 12:28:00 PM,,,,,,301.4,$15.1,4.761904762,301.4,15.07,10,316.47,10,9.2,316.47,15.07,$316.5,30.14,2019
C,Naypyitaw,568-90-5112,True,Normal,3/19/2019,Male,568-90-5112,False,True,Credit card,,False,Health and beauty,Neutral,False,True,12/30/1899 12:46:00 PM,$265,$13,4.0,$56,$278,264.56,$13.2,4.761904762,,,,,4,5.6,277.788,13.228,$277.8,66.14,2019
B,Mandalay,262-47-2794,True,Member,3/6/2019,Male,262-47-2794,False,False,Credit card,,False,Home and lifestyle,Neutral,False,True,12/30/1899 3:07:00 PM,$575,$29,8.0,$62,$604,574.88,$28.7,4.761904762,,,,,8,6.2,603.624,28.744,$603.6,71.86,2019
A,Yangon,238-49-0436,True,Normal,3/27/2019,Male,238-49-0436,True,True,Credit card,,False,Health and beauty,Dissatisfied,False,True,12/30/1899 1:48:00 PM,$260,$13,8.0,$49,$273,259.68,$13.0,4.761904762,,,,,8,4.9,272.664,12.984,$272.7,32.46,2019
B,Mandalay,608-96-3517,True,Member,3/23/2019,Female,608-96-3517,False,True,Credit card,,False,Fashion accessories,Dissatisfied,False,True,12/30/1899 7:20:00 PM,$366,$18,4.0,$48,$384,366.16,$18.3,4.761904762,,,,,4,4.8,384.468,18.308,$384.5,91.54,2019
C,Naypyitaw,584-86-7256,True,Member,3/11/2019,Male,584-86-7256,False,False,Credit card,,False,Sports and travel,Satisfied,False,True,12/30/1899 4:07:00 PM,$242,$12,7.0,$73,$254,241.92,$12.1,4.761904762,,,,,7,7.3,254.016,12.096,$254.0,34.56,2019
A,Yangon,,False,Normal,1/29/2019,Male,746-94-0204,False,False,Credit card,,False,Fashion accessories,Satisfied,False,True,12/30/1899 11:56:00 AM,,,,,,749.16,$37.5,4.761904762,,,,,9,7.4,786.618,37.458,$786.6,83.24,2019
C,Naypyitaw,,False,Normal,2/7/2019,Female,214-17-6927,False,False,Ewallet,214-17-6927,True,Food and beverages,Happy,False,True,12/30/1899 6:23:00 PM,,,,,,98.88,$4.9,4.761904762,98.88,4.944,6,103.824,6,9.9,103.824,4.944,$103.8,16.48,2019
C,Naypyitaw,,False,Normal,1/28/2019,Female,400-89-4171,False,False,Cash,,False,Sports and travel,Happy,False,True,12/30/1899 1:05:00 PM,,,,,,647.76,$32.4,4.761904762,,,,,8,9.3,680.148,32.388,$680.1,80.97,2019
A,Yangon,,False,Member,2/20/2019,Male,782-95-9291,False,False,Credit card,782-95-9291,True,Food and beverages,Happy,False,True,12/30/1899 3:55:00 PM,,,,,,461.45,$23.1,4.761904762,461.45,23.0725,5,484.5225,5,9,484.5225,23.0725,$484.5,92.29,2019
B,Mandalay,,False,Member,1/4/2019,Male,279-74-2924,False,False,Cash,,False,Electronic accessories,Neutral,False,True,12/30/1899 7:40:00 PM,,,,,,72.17,$3.6,4.761904762,,,,,1,6.1,75.7785,3.6085,$75.8,72.17,2019
B,Mandalay,307-85-2293,True,Normal,3/7/2019,Male,307-85-2293,False,False,Ewallet,,False,Home and lifestyle,Happy,False,True,12/30/1899 1:58:00 PM,$251,$13,5.0,$97,$264,251.4,$12.6,4.761904762,,,,,5,9.7,263.97,12.57,$264.0,50.28,2019
B,Mandalay,743-04-1105,True,Member,3/30/2019,Male,743-04-1105,True,True,Ewallet,,False,Health and beauty,Neutral,True,True,12/30/1899 2:43:00 PM,$875,$44,9.0,$60,$919,874.98,$43.7,4.761904762,,,,,9,6,918.729,43.749,$918.7,97.22,2019
B,Mandalay,423-57-2993,True,Normal,3/27/2019,Male,423-57-2993,True,True,Ewallet,,False,Sports and travel,Happy,False,True,12/30/1899 7:18:00 PM,$560,$28,6.0,$100,$588,560.34,$28.0,4.761904762,,,,,6,10,588.357,28.017,$588.4,93.39,2019
C,Naypyitaw,,False,Normal,1/19/2019,Female,894-41-5205,False,False,Credit card,,False,Food and beverages,Satisfied,False,True,12/30/1899 7:39:00 PM,,,,,,345.44,$17.3,4.761904762,,,,,8,8.3,362.712,17.272,$362.7,43.18,2019
A,Yangon,,False,Normal,2/25/2019,Male,275-28-0149,False,False,Cash,275-28-0149,True,Sports and travel,Neutral,False,True,12/30/1899 4:21:00 PM,,,,,,63.69,$3.2,4.761904762,63.69,3.1845,1,66.8745,1,6,66.8745,3.1845,$66.9,63.69,2019
A,Yangon,101-17-6199,True,Normal,3/13/2019,Male,101-17-6199,False,False,Credit card,,False,Food and beverages,Satisfied,False,True,12/30/1899 7:44:00 PM,$321,$16,7.0,$70,$337,320.53,$16.0,4.761904762,,,,,7,7,336.5565,16.0265,$336.6,45.79,2019
C,Naypyitaw,,False,Normal,1/30/2019,Male,423-80-0988,False,False,Ewallet,,False,Sports and travel,Neutral,False,True,12/30/1899 7:42:00 PM,,,,,,152.8,$7.6,4.761904762,,,,,2,6.5,160.44,7.64,$160.4,76.4,2019
B,Mandalay,,False,Normal,2/20/2019,Male,548-46-9322,False,False,Credit card,548-46-9322,True,Food and beverages,Neutral,False,True,12/30/1899 3:24:00 PM,,,,,,399,$20.0,4.761904762,399,19.95,10,418.95,10,5.9,418.95,19.95,$419.0,39.9,2019
B,Mandalay,,False,Member,2/25/2019,Male,505-02-0892,False,False,Ewallet,505-02-0892,True,Health and beauty,Neutral,False,True,12/30/1899 2:12:00 PM,,,,,,340.56,$17.0,4.761904762,340.56,17.028,8,357.588,8,5.6,357.588,17.028,$357.6,42.57,2019
C,Naypyitaw,,False,Normal,1/16/2019,Male,234-65-2137,False,False,Cash,,False,Home and lifestyle,Dissatisfied,False,True,12/30/1899 1:32:00 PM,,,,,,955.8,$47.8,4.761904762,,,,,10,4.8,1003.59,47.79,"$1,003.6",95.58,2019
A,Yangon,,False,Normal,2/8/2019,Male,687-47-8271,False,False,Credit card,687-47-8271,True,Fashion accessories,Satisfied,False,True,12/30/1899 4:20:00 PM,,,,,,989.8,$49.5,4.761904762,989.8,49.49,10,1039.29,10,8.7,1039.29,49.49,"$1,039.3",98.98,2019
A,Yangon,,False,Normal,1/19/2019,Male,796-32-9050,False,False,Cash,,False,Food and beverages,Neutral,False,True,12/30/1899 4:31:00 PM,,,,,,307.68,$15.4,4.761904762,,,,,6,6.5,323.064,15.384,$323.1,51.28,2019
A,Yangon,,False,Member,2/1/2019,Male,105-31-1824,False,False,Credit card,105-31-1824,True,Sports and travel,Satisfied,False,True,12/30/1899 3:10:00 PM,,,,,,486.64,$24.3,4.761904762,486.64,24.332,7,510.972,7,8.5,510.972,24.332,$511.0,69.52,2019
A,Yangon,,False,Normal,1/3/2019,Male,249-42-3782,False,False,Ewallet,,False,Health and beauty,Neutral,False,True,12/30/1899 11:36:00 AM,,,,,,350.05,$17.5,4.761904762,,,,,5,5.5,367.5525,17.5025,$367.6,70.01,2019
B,Mandalay,,False,Member,1/26/2019,Male,316-55-4634,False,False,Credit card,,False,Food and beverages,Happy,False,True,12/30/1899 12:45:00 PM,,,,,,400.25,$20.0,4.761904762,,,,,5,9.4,420.2625,20.0125,$420.3,80.05,2019
C,Naypyitaw,733-33-4967,True,Normal,3/3/2019,Male,733-33-4967,False,False,Cash,,False,Electronic accessories,Neutral,False,True,12/30/1899 7:17:00 PM,$167,$8,8.0,$63,$175,166.8,$8.3,4.761904762,,,,,8,6.3,175.14,8.34,$175.1,20.85,2019
B,Mandalay,,False,Member,1/19/2019,Male,608-27-6295,False,False,Credit card,,False,Electronic accessories,Happy,False,True,12/30/1899 5:34:00 PM,,,,,,317.34,$15.9,4.761904762,,,,,6,9.8,333.207,15.867,$333.2,52.89,2019
B,Mandalay,,False,Normal,1/18/2019,Male,414-12-7047,False,False,Ewallet,,False,Food and beverages,Satisfied,False,True,12/30/1899 12:04:00 PM,,,,,,158.32,$7.9,4.761904762,,,,,8,8.7,166.236,7.916,$166.2,19.79,2019
A,Yangon,827-26-2100,True,Member,3/21/2019,Male,827-26-2100,False,True,Ewallet,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 4:21:00 PM,$305,$15,9.0,$88,$320,304.56,$15.2,4.761904762,,,,,9,8.8,319.788,15.228,$319.8,33.84,2019
A,Yangon,175-54-2529,True,Member,3/3/2019,Male,175-54-2529,False,False,Credit card,,False,Food and beverages,Happy,False,True,12/30/1899 5:01:00 PM,$177,$9,8.0,$96,$186,177.36,$8.9,4.761904762,,,,,8,9.6,186.228,8.868,$186.2,22.17,2019
C,Naypyitaw,,False,Normal,2/13/2019,Female,139-52-2867,False,False,Credit card,139-52-2867,True,Fashion accessories,Dissatisfied,False,True,12/30/1899 10:50:00 AM,,,,,,157.57,$7.9,4.761904762,157.57,7.8785,7,165.4485,7,4.8,165.4485,7.8785,$165.4,22.51,2019
A,Yangon,407-63-8975,True,Normal,3/23/2019,Male,407-63-8975,False,True,Ewallet,,False,Food and beverages,Dissatisfied,False,True,12/30/1899 7:16:00 PM,$443,$22,6.0,$44,$465,443.28,$22.2,4.761904762,,,,,6,4.4,465.444,22.164,$465.4,73.88,2019
C,Naypyitaw,,False,Member,1/28/2019,Male,342-65-4817,False,False,Ewallet,,False,Health and beauty,Happy,False,True,12/30/1899 4:47:00 PM,,,,,,260.4,$13.0,4.761904762,,,,,3,9.9,273.42,13.02,$273.4,86.8,2019
C,Naypyitaw,,False,Normal,2/9/2019,Male,130-98-8941,False,False,Cash,130-98-8941,True,Fashion accessories,Neutral,False,True,12/30/1899 10:00:00 AM,,,,,,449.82,$22.5,4.761904762,449.82,22.491,7,472.311,7,5.7,472.311,22.491,$472.3,64.26,2019
C,Naypyitaw,,False,Member,1/23/2019,Male,434-83-9547,False,False,Cash,,False,Food and beverages,Satisfied,False,True,12/30/1899 11:51:00 AM,,,,,,307.76,$15.4,4.761904762,,,,,8,7.7,323.148,15.388,$323.1,38.47,2019
A,Yangon,851-28-6367,True,Member,3/23/2019,Male,851-28-6367,False,True,Ewallet,,False,Sports and travel,Satisfied,False,True,12/30/1899 10:55:00 AM,$155,$8,10.0,$80,$163,155,$7.8,4.761904762,,,,,10,8,162.75,7.75,$162.8,15.5,2019
C,Naypyitaw,,False,Normal,1/25/2019,Male,824-88-3614,False,False,Ewallet,,False,Health and beauty,Neutral,False,True,12/30/1899 3:00:00 PM,,,,,,274.48,$13.7,4.761904762,,,,,8,5.7,288.204,13.724,$288.2,34.31,2019
A,Yangon,586-25-0848,True,Normal,3/4/2019,Female,586-25-0848,False,False,Credit card,,False,Sports and travel,Neutral,False,True,12/30/1899 11:19:00 AM,$86,$4,7.0,$67,$91,86.38,$4.3,4.761904762,,,,,7,6.7,90.699,4.319,$90.7,12.34,2019
B,Mandalay,895-66-0685,True,Member,3/5/2019,Male,895-66-0685,False,False,Ewallet,,False,Food and beverages,Satisfied,False,True,12/30/1899 7:46:00 PM,$54,$3,3.0,$80,$57,54.24,$2.7,4.761904762,,,,,3,8,56.952,2.712,$57.0,18.08,2019
B,Mandalay,305-14-0245,True,Member,3/3/2019,Female,305-14-0245,False,False,Ewallet,,False,Home and lifestyle,Satisfied,False,True,12/30/1899 7:00:00 PM,$756,$38,8.0,$75,$794,755.92,$37.8,4.761904762,,,,,8,7.5,793.716,37.796,$793.7,94.49,2019
B,Mandalay,,False,Member,2/8/2019,Male,732-04-5373,False,False,Cash,732-04-5373,True,Home and lifestyle,Satisfied,False,True,12/30/1899 10:53:00 AM,,,,,,185.88,$9.3,4.761904762,185.88,9.294,4,195.174,4,7,195.174,9.294,$195.2,46.47,2019
A,Yangon,,False,Normal,2/10/2019,Male,400-60-7251,False,False,Ewallet,400-60-7251,True,Home and lifestyle,Happy,False,True,12/30/1899 12:50:00 PM,,,,,,74.07,$3.7,4.761904762,74.07,3.7035,1,77.7735,1,9.9,77.7735,3.7035,$77.8,74.07,2019
C,Naypyitaw,,False,Normal,1/28/2019,Female,593-65-1552,False,False,Credit card,,False,Home and lifestyle,Neutral,False,True,12/30/1899 8:50:00 PM,,,,,,279.24,$14.0,4.761904762,,,,,4,5.9,293.202,13.962,$293.2,69.81,2019
B,Mandalay,,False,Normal,2/11/2019,Female,284-34-9626,False,False,Credit card,284-34-9626,True,Home and lifestyle,Satisfied,False,True,12/30/1899 10:39:00 AM,,,,,,231.12,$11.6,4.761904762,231.12,11.556,3,242.676,3,7.2,242.676,11.556,$242.7,77.04,2019
B,Mandalay,,False,Normal,1/15/2019,Female,437-58-8131,False,False,Ewallet,,False,Fashion accessories,Dissatisfied,False,True,12/30/1899 1:41:00 PM,,,,,,147.04,$7.4,4.761904762,,,,,2,4.6,154.392,7.352,$154.4,73.52,2019
